"belang" "moskee" "koran"
"1392" 5 3 2
"1393" 2 1 1
"1394" 4 1 1
"1395" 5 4 3
"1396" 3 1 1
"1397" 5 5 5
"1398" 3 1 1
"1399" 3 1 1
"1400" 3 1 1
"1401" 3 1 1
"1402" 4 1 1
"1403" 4 1 1
"1404" 4 1 1
"1405" 2 1 1
"1406" 5 2 4
"1407" 4 1 1
"1408" 3 5 4
"1409" 5 1 3
"1410" 4 2 4
"1411" 5 3 5
"1412" 3 1 1
"1413" 1 1 1
"1414" 1 1 1
"1415" 3 1 1
"1416" 4 1 1
"1417" 1 1 1
"1418" 3 1 1
"1419" 3 1 1
"1420" 3 1 1
"1421" 1 1 1
"1422" 1 1 1
"1423" 4 3 3
"1424" 1 1 1
"1425" 5 2 1
"1426" 2 1 1
"1427" 2 1 1
"1428" 2 1 1
"1429" 1 1 1
"1430" 3 3 3
"1431" 4 1 1
"1432" 1 1 1
"1433" 2 1 1
"1434" 1 1 1
"1435" 1 1 1
"1436" 3 1 1
"1437" 1 1 1
"1438" 3 1 1
"1439" 1 1 1
"1440" 3 2 2
"1441" 3 1 1
"1443" 1 1 1
"1444" 3 1 1
"1445" 2 1 1
"1448" 2 1 1
"1449" 4 1 1
"1450" 1 1 1
"1451" 2 1 1
"1452" 4 1 1
"1453" 3 1 1
"1454" 5 4 1
"1455" 5 2 1
"1456" 5 4 3
"1457" 5 3 3
"1458" 5 5 5
"1459" 5 4 4
"1460" 4 1 1
"1461" 5 5 1
"1462" 4 5 5
"1463" 5 1 1
"1464" 5 1 1
"1465" 5 5 5
"1466" 4 1 1
"1467" 5 3 2
"1468" 4 1 1
"1469" 5 4 5
"1470" 5 4 3
"1471" 4 1 1
"1472" 5 1 1
"1473" 5 4 4
"1474" 5 2 4
"1475" 5 3 3
"1476" 5 4 4
"1477" 5 5 5
"1478" 5 1 1
"1479" 5 4 2
"1480" 5 4 4
"1481" 4 1 1
"1482" 5 5 4
"1483" 5 4 5
"1484" 5 3 1
"1485" 5 4 4
"1486" 5 5 5
"1487" 5 3 2
"1488" 4 1 1
"1489" 2 1 1
"1490" 1 1 1
"1491" 1 1 1
"1492" 5 3 3
"1493" 1 1 1
"1494" 2 1 1
"1495" 3 1 1
"1496" 5 1 1
"1497" 4 1 1
"1498" 2 1 1
"1499" 1 1 1
"1500" 3 1 1
"1501" 4 1 1
"1502" 2 1 1
"1503" 1 1 1
"1504" 5 1 1
"1505" 1 1 1
"1506" 3 1 1
"1507" 1 1 1
"1508" 2 1 1
"1509" 4 1 1
"1510" 1 1 1
"1511" 1 1 1
"1512" 1 1 1
"1513" 2 1 1
"1514" 3 1 1
"1515" 1 1 1
"1516" 4 1 1
"1517" 3 1 1
"1518" 2 1 1
"1519" 1 1 1
"1520" 2 1 1
"1521" 4 1 1
"1522" 1 1 1
"1523" 4 1 1
"1524" 2 1 1
"1525" 1 1 1
"1526" 2 1 1
"1527" 1 1 1
"1528" 2 1 1
"1529" 1 1 1
"1530" 3 1 1
"1531" 3 1 1
"1532" 1 1 1
"1533" 2 1 1
"1534" 3 1 1
"1535" 2 1 1
"1536" 3 1 1
"1537" 3 1 1
"1538" 3 1 1
"1539" 4 1 1
"1540" 4 1 1
"1541" 3 1 1
"1542" 4 1 1
"1543" 2 1 1
"1544" 3 2 1
"1545" 3 1 1
"1546" 2 1 1
"1547" 4 1 1
"1548" 3 1 1
"1549" 5 1 1
"1550" 4 1 1
"1551" 5 1 1
"1552" 3 1 1
"1553" 1 1 1
"1554" 1 1 1
"1555" 3 1 1
"1556" 4 1 1
"1557" 4 1 1
"1558" 4 1 1
"1559" 1 1 1
"1560" 1 1 1
"1561" 1 1 1
"1562" 1 1 1
"1563" 2 1 1
"1564" 3 1 1
"1565" 3 1 1
"1566" 3 1 1
"1567" 2 1 1
"1568" 2 1 1
"1569" 1 1 1
"1570" 4 5 5
"1571" 2 1 1
"1572" 1 1 1
"1573" 3 1 1
"1574" 2 1 1
"1575" 2 1 1
"1576" 2 1 1
"1577" 5 2 3
"1578" 2 1 1
"1579" 1 1 1
"1580" 2 1 1
"1581" 3 1 1
"1582" 3 1 1
"1583" 3 1 1
"1584" 3 1 1
"1585" 4 1 1
"1586" 4 1 1
"1587" 5 1 1
"1588" 3 1 1
"1589" 4 1 1
"1590" 3 1 1
"1591" 3 1 1
"1592" 3 1 1
"1593" 4 1 1
"1594" 4 1 1
"1595" 3 1 1
"1596" 3 1 1
"1597" 5 1 1
"1598" 4 1 1
"1599" 4 1 1
"1600" 5 1 1
"1601" 4 1 1
"1602" 4 1 3
"1603" 4 1 1
"1604" 5 1 1
"1605" 5 4 3
"1606" 4 2 1
"1607" 5 1 1
"1608" 4 1 1
"1609" 3 1 1
"1610" 4 1 1
"1611" 5 3 2
"1612" 5 1 1
"1613" 5 4 4
"1614" 5 3 2
"1615" 5 4 3
"1616" 5 1 1
"1617" 5 3 1
"1618" 5 4 4
"1619" 2 1 1
"1620" 3 1 1
"1621" 5 4 5
"1622" 5 3 4
"1623" 5 4 3
"1624" 3 1 1
"1625" 5 5 5
"1626" 5 3 3
"1627" 5 1 1
"1628" 5 4 2
"1629" 3 1 1
"1630" 1 1 1
"1631" 5 2 2
"1632" 5 5 5
"1633" 5 5 4
"1634" 4 1 1
"1635" 5 4 5
"1636" 3 1 1
"1637" 5 5 2
"1638" 5 5 3
"1639" 5 4 5
"1640" 5 1 2
"1641" 5 1 3
"1642" 1 1 1
"1643" 5 4 5
"1644" 5 5 4
"1645" 4 1 1
"1646" 1 1 1
"1647" 2 1 1
"1648" 1 1 1
"1649" 1 1 1
"1650" 1 1 1
"1651" 3 1 1
"1652" 5 1 1
"1653" 2 1 1
"1654" 2 1 1
"1655" 1 1 1
"1656" 4 1 1
"1657" 1 1 1
"1659" 1 1 1
"1660" 2 1 1
"1661" 2 1 1
"1662" 1 1 1
"1663" 4 1 1
"1664" 1 1 1
"1665" 1 1 1
"1666" 3 1 1
"1667" 2 1 1
"1668" 1 1 1
"1669" 3 1 1
"1670" 4 1 1
"1671" 3 1 1
"1672" 1 1 1
"1673" 3 1 1
"1674" 2 1 1
"1675" 1 1 1
"1676" 1 1 1
"1677" 1 1 1
"1678" 2 1 1
"1679" 4 1 1
"1680" 2 1 1
"1681" 1 1 1
"1682" 3 1 1
"1683" 1 1 1
"1684" 3 1 1
"1685" 1 1 1
"1686" 3 1 1
"1687" 2 1 1
"1688" 2 1 1
"1689" 2 1 1
"1690" 2 1 1
"1691" 2 1 1
"1692" 1 1 1
"1693" 2 1 1
"1694" 1 1 1
"1695" 1 1 1
"1696" 4 1 1
"1697" 4 1 1
"1698" 1 1 1
"1699" 1 1 1
"1700" 1 2 1
"1701" 3 1 1
"1703" 1 1 1
"1704" 2 1 1
"1705" 2 1 1
"1706" 5 2 2
"1707" 3 1 1
"1708" 3 1 1
"1709" 1 1 1
"1710" 1 1 1
"1712" 2 1 1
"1713" 1 1 1
"1714" 3 1 1
"1715" 5 3 3
"1716" 5 3 1
"1717" 5 4 3
"1718" 5 5 5
"1719" 5 4 4
"1720" 5 5 5
"1721" 5 2 3
"1722" 5 5 5
"1723" 5 3 2
"1724" 5 1 1
"1725" 5 3 5
"1726" 3 1 1
"1727" 5 5 5
"1728" 5 3 3
"1729" 5 5 4
"1730" 5 3 4
"1731" 5 3 2
"1732" 5 4 5
"1733" 5 1 4
"1734" 5 5 5
"1735" 5 4 4
"1736" 5 4 2
"1737" 4 4 5
"1738" 5 1 1
"1739" 5 4 4
"1740" 5 5 3
"1741" 5 4 4
"1742" 5 3 2
"1743" 2 1 1
"1744" 1 1 1
"1745" 1 1 1
"1746" 1 1 1
"1747" 3 1 1
"1748" 3 1 1
"1749" 1 1 1
"1750" 2 1 1
"1751" 3 1 1
"1752" 1 1 1
"1753" 3 1 1
"1754" 3 1 1
"1755" 1 1 1
"1756" 3 1 1
"1757" 1 1 1
"1758" 2 1 1
"1759" 4 1 1
"1760" 5 1 1
"1761" 4 1 1
"1762" 3 1 1
"1763" 3 1 1
"1764" 4 1 1
"1765" 3 1 1
"1766" 2 1 1
"1767" 3 1 1
"1768" 3 1 1
"1769" 4 1 1
"1770" 1 1 1
"1771" 1 1 1
"1772" 1 1 1
"1773" 1 1 1
"1774" 2 1 1
"1775" 2 1 1
"1777" 3 1 1
"1778" 2 1 1
"1779" 2 1 1
"1780" 1 1 1
"1781" 3 1 1
"1782" 2 1 1
"1783" 1 1 1
"1784" 4 1 1
"1785" 1 1 1
"1786" 5 4 4
"1787" 5 4 4
"1788" 2 1 1
"1789" 2 1 1
"1790" 3 1 1
"1791" 4 1 1
"1792" 5 3 4
"1793" 5 4 4
"1794" 5 1 1
"1795" 3 1 1
"1796" 5 4 3
"1797" 3 1 1
"1798" 5 5 5
"1799" 5 5 5
"1800" 5 1 1
"1801" 5 3 3
"1802" 5 2 2
"1803" 5 5 5
"1804" 4 1 1
"1805" 5 1 1
"1806" 4 1 1
"1807" 3 5 5
"1808" 5 4 4
"1809" 3 1 1
"1810" 5 5 5
"1811" 3 1 1
"1812" 5 4 1
"1813" 4 1 1
"1814" 4 4 1
"1815" 5 1 1
"1816" 4 1 1
"1817" 3 1 1
"1818" 5 5 5
"1819" 1 1 1
"1820" 4 1 1
"1822" 4 1 1
"1823" 3 1 1
"1824" 3 1 1
"1825" 5 5 5
"1826" 4 1 1
"1827" 3 1 1
"1828" 5 5 5
"1829" 1 1 1
"1830" 5 1 1
"1831" 5 4 3
"1832" 4 1 1
"1833" 3 1 1
"1834" 5 2 2
"1835" 5 5 3
"1836" 4 1 1
"1837" 5 5 5
"1838" 5 4 3
"1839" 5 5 3
"1840" 5 1 1
"1841" 3 1 1
"1842" 3 1 1
"1843" 5 1 1
"1844" 3 1 1
"1845" 1 1 1
"1846" 3 1 1
"1847" 1 1 1
"1848" 1 1 1
"1849" 1 1 1
"1850" 4 1 1
"1851" 4 1 1
"1852" 4 5 5
"1853" 1 1 1
"1854" 2 1 1
"1855" 5 1 1
"1856" 2 1 1
"1857" 3 1 1
"1858" 3 1 1
"1859" 1 1 1
"1860" 5 4 3
"1861" 2 1 1
"1862" 1 1 1
"1864" 4 1 1
"1865" 5 5 5
"1866" 5 5 5
"1867" 5 3 1
"1868" 5 1 1
"1869" 5 3 4
"1870" 5 1 1
"1871" 5 5 4
"1872" 5 1 1
"1873" 5 5 1
"1874" 5 4 4
"1875" 5 4 3
"1876" 5 5 5
"1877" 5 5 5
"1878" 4 3 5
"1879" 4 1 1
"1880" 5 5 5
"1881" 5 5 5
"1882" 5 1 1
"1883" 5 3 3
"1884" 5 5 5
"1885" 4 4 4
"1886" 5 4 1
"1887" 2 1 1
"1888" 5 5 4
"1889" 5 5 2
"1890" 5 4 5
"1891" 5 3 3
"1892" 5 4 1
"1893" 4 3 3
"1894" 5 3 3
"1895" 2 1 1
"1896" 4 4 1
"1897" 5 5 3
"1898" 5 5 5
"1899" 5 1 1
"1900" 5 3 2
"1901" 5 1 1
"1902" 5 2 3
"1903" 5 4 1
"1904" 5 4 4
"1905" 3 1 1
"1906" 4 3 4
"1907" 3 1 1
"1908" 3 1 1
"1909" 4 1 1
"1910" 3 1 1
"1911" 4 1 1
"1912" 4 1 1
"1913" 3 1 1
"1914" 4 1 1
"1915" 4 1 1
"1916" 5 1 1
"1917" 4 1 1
"1918" 2 5 1
"1919" 3 1 1
"1920" 3 1 1
"1921" 4 1 1
"1922" 4 1 1
"1923" 2 1 1
"1924" 4 1 1
"1925" 4 1 1
"1926" 3 1 1
"1927" 3 1 1
"1928" 3 1 1
"1929" 3 1 1
"1930" 4 1 1
"1931" 4 1 1
"1932" 3 1 1
"1933" 4 1 1
"1934" 3 1 1
"1935" 3 1 1
"1936" 3 1 1
"1937" 3 1 1
"1938" 3 1 1
"1939" 3 1 1
"1940" 3 1 1
"1941" 2 1 1
"1942" 4 1 1
"1943" 2 1 1
"1944" 2 1 1
"1945" 3 1 1
"1946" 3 1 1
"1947" 3 3 1
"1948" 3 1 1
"1949" 2 1 1
"1950" 3 1 1
"1951" 3 1 1
"1952" 1 1 1
"1953" 2 1 1
"1954" 3 1 1
"1955" 4 1 1
"1956" 4 1 1
"1957" 3 1 1
"1958" 3 1 1
"1959" 2 1 1
"1960" 3 1 1
"1961" 2 1 1
"1962" 4 1 1
"1963" 2 1 1
"1964" 3 1 1
"1965" 3 1 1
"1966" 5 1 1
"1967" 3 1 1
"1968" 4 1 1
"1969" 3 1 1
"1970" 2 1 1
"1971" 3 1 1
"1972" 2 1 1
"1974" 4 1 1
"1975" 3 1 1
"1976" 3 1 1
"1977" 1 1 1
"1978" 1 1 1
"1979" 4 1 1
"1980" 3 1 1
"1981" 2 1 1
"1982" 4 1 1
"1983" 1 1 1
"1985" 5 4 4
"1986" 5 4 3
"1987" 5 3 5
"1988" 5 5 5
"1989" 5 2 1
"1990" 5 5 4
"1991" 5 5 5
"1992" 5 3 2
"1993" 5 5 4
"1994" 5 3 3
"1995" 5 3 1
"1996" 5 3 3
"1997" 5 3 2
"1998" 5 1 1
"1999" 5 5 3
"2000" 5 2 2
"2001" 4 4 5
"2002" 5 4 1
"2003" 5 3 1
"2004" 5 1 1
"2005" 5 4 4
"2006" 5 1 3
"2007" 5 2 1
"2008" 5 3 1
"2009" 5 4 3
"2010" 5 3 3
"2011" 5 3 3
"2012" 5 3 3
"2013" 5 3 3
"2014" 5 5 5
"2015" 5 5 5
"2016" 5 2 2
"2017" 4 1 1
"2018" 5 2 2
"2019" 5 4 4
"2020" 5 5 5
"2021" 5 1 3
"2022" 5 3 1
"2023" 5 1 1
"2024" 5 2 1
"2025" 5 5 5
"2026" 5 3 5
"2027" 1 1 1
"2028" 4 1 1
"2029" 4 1 1
"2030" 1 1 1
"2031" 5 5 5
"2032" 3 1 1
"2033" 3 1 1
"2034" 3 1 1
"2035" 4 1 1
"2036" 3 1 1
"2037" 3 1 1
"2038" 4 1 1
"2039" 4 1 1
"2040" 4 1 1
"2041" 2 1 1
"2042" 1 1 1
"2043" 3 1 1
"2044" 4 1 1
"2045" 3 1 1
"2046" 3 1 1
"2047" 4 1 1
"2048" 3 1 1
"2049" 4 1 1
"2050" 3 1 1
"2051" 4 1 1
"2052" 3 1 1
"2053" 3 1 1
"2054" 4 1 1
"2055" 4 1 1
"2056" 3 1 1
"2057" 3 1 1
"2058" 1 1 1
"2059" 1 1 1
"2060" 3 1 1
"2061" 1 1 1
"2062" 3 1 1
"2063" 3 1 1
"2064" 4 1 1
"2065" 3 1 1
"2066" 3 1 1
"2067" 3 1 1
"2068" 4 1 1
"2069" 3 1 1
"2070" 3 1 1
"2071" 5 4 3
"2072" 5 5 5
"2073" 3 1 1
"2074" 4 1 1
"2075" 3 1 1
"2076" 4 1 1
"2077" 4 1 1
"2078" 5 1 1
"2079" 1 1 1
"2080" 1 1 1
"2081" 1 1 1
"2082" 1 1 1
"2083" 5 4 4
"2084" 1 1 1
"2085" 5 4 5
"2086" 1 1 1
"2087" 5 3 1
"2088" 1 1 1
"2089" 4 1 1
"2090" 5 4 4
"2091" 3 1 1
"2092" 5 5 5
"2093" 1 1 1
"2094" 3 1 1
"2095" 5 5 1
"2096" 1 1 1
"2097" 5 1 1
"2098" 2 1 1
"2099" 4 5 5
"2100" 2 1 1
"2101" 1 1 1
"2102" 5 3 3
"2103" 4 1 1
"2104" 3 1 1
"2105" 5 4 5
"2106" 1 1 1
"2107" 2 1 1
"2108" 1 1 1
"2109" 3 1 1
"2110" 1 1 1
"2111" 3 1 1
"2112" 3 1 1
"2113" 1 1 1
"2114" 5 5 5
"2115" 1 1 1
"2116" 3 1 1
"2117" 4 4 4
"2118" 2 1 1
"2119" 2 1 1
"2120" 1 1 1
"2121" 2 1 1
"2122" 5 1 1
"2123" 2 1 1
"2124" 1 1 1
"2125" 3 3 1
"2126" 1 1 1
"2127" 1 1 1
"2128" 1 1 1
"2129" 4 1 1
"2130" 2 1 1
"2131" 4 1 1
"2132" 2 1 1
"2133" 5 3 4
"2134" 5 1 1
"2135" 2 1 1
"2136" 5 1 1
"2137" 1 1 1
"2138" 3 1 1
"2139" 1 1 1
"2140" 4 1 1
"2141" 5 1 1
"2142" 3 1 1
"2143" 3 1 1
"2144" 3 1 1
"2145" 4 1 1
"2146" 3 1 1
"2147" 1 1 1
"2148" 3 1 1
"2149" 3 1 1
"2150" 1 1 1
"2151" 1 1 1
"2152" 1 1 1
"2153" 2 1 1
"2154" 3 1 1
"2155" 5 5 5
"2156" 1 1 1
"2157" 3 1 1
"2158" 3 1 1
"2159" 3 1 1
"2160" 4 1 1
"2161" 5 3 3
"2162" 4 1 1
"2163" 1 1 1
"2164" 1 1 1
"2165" 3 1 1
"2166" 3 1 1
"2167" 4 1 1
"2168" 5 1 1
"2169" 5 1 2
"2170" 3 1 1
"2171" 3 1 1
"2172" 3 1 1
"2173" 5 1 1
"2174" 1 1 1
"2175" 1 1 1
"2176" 4 1 1
"2177" 5 1 1
"2178" 5 1 1
"2179" 1 1 1
"2180" 3 1 1
"2181" 5 1 1
"2182" 5 1 1
"2183" 1 1 1
"2184" 1 1 1
"2185" 3 1 1
"2186" 3 1 1
"2187" 3 1 1
"2188" 3 1 1
"2189" 1 1 1
"2190" 2 1 1
"2191" 1 1 1
"2192" 4 1 1
"2193" 3 1 3
"2194" 3 1 1
"2195" 2 1 1
"2196" 3 1 1
"2197" 1 1 1
"2198" 1 1 1
"2199" 3 1 1
"2200" 1 1 1
"2201" 1 1 1
"2202" 3 1 1
"2203" 1 1 1
"2204" 2 1 1
"2205" 1 1 1
"2206" 3 1 1
"2207" 1 1 1
"2208" 3 1 1
"2209" 3 1 1
"2210" 2 1 1
"2211" 3 1 1
"2212" 2 1 1
"2213" 3 1 1
"2214" 3 1 1
"2215" 2 1 1
"2216" 1 1 1
"2217" 3 1 1
"2218" 5 1 1
"2219" 4 1 1
"2220" 1 1 1
"2221" 1 1 1
"2222" 4 1 1
"2223" 2 1 1
"2224" 4 1 1
"2225" 4 1 1
"2226" 2 1 1
"2227" 3 1 1
"2228" 5 5 5
"2229" 1 1 1
"2230" 1 1 1
"2231" 3 1 1
"2232" 3 1 1
"2233" 3 1 1
"2234" 4 1 1
"2235" 1 1 1
"2236" 4 3 3
"2237" 1 1 1
"2238" 5 1 1
"2239" 1 1 1
"2240" 4 1 1
"2241" 3 1 1
"2242" 3 1 1
"2243" 5 1 3
"2244" 2 1 1
"2245" 3 1 1
"2247" 3 1 1
"2248" 3 1 1
"2249" 5 2 1
"2250" 4 1 1
"2251" 5 1 1
"2252" 1 1 1
"2253" 5 3 2
"2254" 3 1 1
"2255" 2 1 1
"2256" 3 1 1
"2257" 4 1 1
"2258" 3 1 1
"2259" 2 1 1
"2260" 4 1 1
"2261" 4 1 1
"2262" 4 1 1
"2263" 3 1 1
"2264" 3 1 1
"2265" 4 1 1
"2266" 3 1 1
"2267" 3 1 1
"2268" 2 1 1
"2269" 2 1 1
"2270" 4 1 1
"2271" 3 1 1
"2272" 3 1 1
"2273" 3 2 2
"2274" 3 2 1
"2275" 4 1 1
"2276" 3 1 1
"2277" 3 2 2
"2278" 3 1 1
"2279" 4 1 1
"2280" 3 1 1
"2281" 3 1 1
"2282" 3 1 1
"2283" 4 1 1
"2284" 2 1 1
"2285" 4 1 1
"2286" 3 1 1
"2287" 2 1 1
"2288" 2 1 1
"2289" 3 1 1
"2290" 1 1 1
"2291" 2 1 1
"2292" 4 1 1
"2293" 5 3 1
"2294" 5 3 1
"2295" 5 3 3
"2296" 4 1 1
"2297" 2 1 1
"2298" 4 1 1
"2299" 3 1 1
"2300" 1 1 1
"2301" 4 3 1
"2302" 4 1 1
"2303" 5 5 3
"2304" 5 5 5
"2305" 1 1 1
"2306" 3 1 1
"2307" 3 1 1
"2308" 5 1 1
"2309" 5 4 1
"2310" 5 4 3
"2311" 3 1 1
"2312" 2 1 1
"2313" 1 1 1
"2314" 1 1 1
"2315" 1 1 1
"2316" 3 1 1
"2317" 3 1 1
"2318" 1 1 1
"2319" 2 1 1
"2320" 1 1 1
"2321" 3 1 1
"2322" 4 1 1
"2323" 3 1 1
"2324" 1 1 1
"2325" 2 1 1
"2326" 1 2 1
"2327" 3 1 1
"2328" 3 1 1
"2329" 4 1 1
"2330" 3 1 1
"2331" 5 4 1
"2332" 5 4 3
"2333" 5 4 3
"2334" 3 1 1
"2335" 4 1 1
"2336" 3 1 1
"2337" 3 1 1
"2338" 3 1 1
"2339" 3 1 1
"2340" 3 1 1
"2341" 3 1 1
"2342" 4 1 1
"2343" 2 1 1
"2344" 1 1 1
"2345" 5 5 5
"2346" 2 1 1
"2347" 5 1 1
"2348" 3 1 1
"2350" 3 1 1
"2351" 1 1 1
"2352" 4 1 1
"2353" 3 1 1
"2354" 3 1 1
"2355" 3 1 1
"2356" 2 1 1
"2357" 3 1 1
"2358" 4 1 1
"2359" 2 1 1
"2360" 3 1 1
"2361" 3 1 1
"2362" 3 1 1
"2363" 2 1 1
"2364" 2 1 1
"2365" 3 1 1
"2366" 5 1 1
"2367" 4 1 1
"2368" 3 1 1
"2369" 2 1 1
"2370" 3 1 1
"2371" 4 1 1
"2372" 3 1 1
"2373" 2 1 1
"2374" 1 1 1
"2375" 1 1 1
"2376" 3 1 1
"2377" 1 1 1
"2378" 3 1 1
"2379" 3 1 1
"2380" 3 1 1
"2381" 5 3 3
"2382" 3 1 1
"2383" 4 1 1
"2384" 3 1 1
"2385" 4 1 1
"2386" 4 4 1
"2387" 3 1 1
"2388" 3 1 1
"2389" 3 1 1
"2390" 2 1 1
"2391" 3 1 1
"2392" 4 4 3
"2393" 4 1 1
"2394" 4 1 1
"2395" 5 2 4
"2396" 4 3 3
"2397" 5 3 3
"2398" 4 3 3
"2399" 3 1 1
"2400" 3 1 1
"2401" 2 1 1
"2402" 3 1 1
"2403" 5 5 5
"2404" 4 1 1
"2405" 3 1 1
"2406" 3 1 1
"2407" 5 1 2
"2408" 4 1 1
"2409" 3 1 1
"2410" 5 5 5
"2411" 3 1 1
"2412" 4 1 1
"2413" 3 2 1
"2414" 5 4 4
"2415" 5 5 5
"2416" 5 4 4
"2417" 5 5 5
"2418" 3 1 1
"2419" 5 3 3
"2420" 5 4 4
"2421" 3 1 1
"2422" 4 1 1
"2423" 2 1 1
"2424" 2 1 1
"2425" 5 3 2
"2426" 4 1 1
"2427" 4 1 1
"2428" 4 1 1
"2429" 5 5 5
"2430" 3 1 1
"2431" 2 1 1
"2432" 3 1 1
"2433" 5 5 4
"2434" 3 1 1
"2435" 5 2 1
"2436" 4 5 5
"2437" 3 1 1
"2438" 4 1 1
"2439" 3 1 1
"2440" 3 1 1
"2441" 5 1 1
"2442" 5 4 4
"2443" 3 1 1
"2444" 5 2 3
"2445" 4 1 1
"2446" 4 1 1
"2447" 5 1 1
"2448" 4 1 1
"2449" 5 1 1
"2450" 4 5 1
"2451" 5 5 5
"2452" 4 4 4
"2453" 3 2 2
"2454" 4 1 1
"2456" 5 1 1
"2457" 4 1 1
"2458" 3 1 1
"2459" 4 1 1
"2460" 4 1 1
"2461" 5 5 4
"2462" 3 1 1
"2463" 3 1 1
"2464" 5 1 1
"2465" 3 1 1
"2466" 2 1 1
"2467" 3 1 1
"2468" 4 1 1
"2469" 4 1 1
"2470" 1 1 1
"2471" 2 1 1
"2472" 4 1 5
"2473" 3 1 1
"2474" 5 1 1
"2475" 5 3 3
"2476" 5 5 4
"2477" 4 1 1
"2478" 4 1 1
"2479" 4 1 1
"2480" 4 1 1
"2481" 3 3 3
"2482" 4 1 1
"2483" 1 1 1
"2484" 5 2 1
"2485" 4 2 1
"2486" 4 3 4
"2487" 2 1 1
"2488" 3 1 1
"2489" 5 3 1
"2490" 2 1 1
"2491" 4 4 2
"2492" 4 3 1
"2493" 5 2 2
"2494" 3 1 1
"2495" 5 5 5
"2496" 5 3 4
"2497" 4 4 1
"2498" 1 1 1
"2499" 5 1 3
"2500" 3 1 1
"2501" 1 1 1
"2502" 1 1 1
"2503" 1 1 1
"2504" 1 1 1
"2505" 2 1 1
"2506" 4 1 1
"2507" 5 1 1
"2508" 5 3 1
"2509" 5 4 4
"2510" 5 3 4
"2511" 5 3 3
"2512" 5 3 4
"2514" 5 4 2
"2515" 5 1 3
"2516" 5 2 4
"2517" 5 1 1
"2518" 5 2 1
"2519" 5 5 5
"2520" 3 1 1
"2521" 3 1 1
"2522" 5 1 1
"2523" 3 1 1
"2524" 3 1 1
"2525" 3 1 1
"2526" 4 1 1
"2527" 4 1 1
"2528" 5 1 1
"2529" 5 1 1
"2530" 3 1 1
"2531" 3 1 1
"2532" 3 2 2
"2534" 3 1 1
"2535" 3 1 1
"2536" 4 1 1
"2537" 3 1 1
"2538" 4 1 1
"2539" 4 1 1
"2540" 3 1 1
"2541" 2 1 1
"2542" 3 1 1
"2543" 3 1 1
"2544" 5 1 1
"2545" 1 1 1
"2546" 2 1 1
"2547" 4 1 1
"2548" 3 1 1
"2549" 3 1 1
"2550" 3 1 1
"2551" 2 1 1
"2552" 3 1 1
"2553" 4 1 1
"2554" 3 1 4
"2555" 3 1 1
"2556" 4 1 1
"2557" 3 1 1
"2558" 3 1 3
"2559" 4 1 1
"2560" 3 1 1
"2561" 3 1 1
"2562" 3 1 1
"2563" 4 1 1
"2564" 2 1 1
"2565" 3 1 1
"2566" 4 1 1
"2567" 3 1 1
"2568" 5 1 1
"2569" 4 1 1
"2570" 3 1 1
"2571" 5 1 1
"2572" 1 1 1
"2573" 3 1 1
"2574" 4 1 1
"2575" 3 1 1
"2576" 4 1 1
"2577" 3 1 1
"2578" 4 1 1
"2579" 5 1 1
"2580" 2 1 1
"2581" 1 1 1
"2582" 4 1 1
"2583" 3 1 1
"2584" 2 1 1
"2585" 4 1 1
"2586" 4 2 2
"2587" 4 1 1
"2588" 5 1 1
"2589" 3 1 1
"2590" 2 1 1
"2591" 2 1 1
"2592" 3 1 1
"2593" 3 1 1
"2594" 3 1 1
"2595" 3 1 1
"2596" 3 1 1
"2597" 3 1 1
"2598" 4 1 1
"2599" 3 1 1
"2600" 2 1 1
"2601" 4 1 1
"2602" 4 1 1
"2603" 3 1 1
"2604" 3 1 1
"2605" 3 1 1
"2606" 2 1 1
"2607" 2 1 1
"2608" 3 1 1
"2609" 4 4 4
"2610" 4 1 1
"2611" 3 1 1
"2612" 1 1 1
"2613" 1 1 1
"2614" 3 1 3
"2615" 3 1 1
"2616" 1 1 1
"2617" 2 1 1
"2618" 4 1 1
"2619" 2 1 1
"2620" 1 1 1
"2621" 2 1 1
"2622" 3 1 1
"2623" 1 1 1
"2624" 1 1 1
"2625" 2 1 1
"2626" 3 1 1
"2627" 1 1 1
"2628" 1 1 1
"2629" 3 1 1
"2630" 1 1 1
"2631" 3 1 1
"2632" 2 1 1
"2634" 2 1 1
"2635" 5 2 2
"2636" 1 1 1
"2637" 3 1 1
"2638" 2 1 1
"2639" 1 1 1
"2640" 5 1 1
"2641" 1 1 1
"2642" 5 4 1
"2643" 5 5 5
"2644" 3 1 1
"2645" 1 1 1
"2646" 2 1 1
"2647" 5 5 5
"2648" 5 5 5
"2649" 5 5 5
"2650" 1 1 1
"2651" 3 1 1
"2652" 5 5 5
"2653" 3 1 1
"2654" 3 1 1
"2655" 5 4 4
"2656" 3 1 1
"2657" 5 5 5
"2658" 3 1 1
"2659" 2 1 1
"2660" 1 1 1
"2661" 5 5 1
"2662" 3 1 1
"2663" 4 1 1
"2664" 1 1 1
"2665" 1 1 1
"2666" 1 1 1
"2667" 5 3 3
"2668" 4 1 1
"2669" 3 1 1
"2670" 1 1 1
"2671" 2 1 1
"2672" 1 1 1
"2673" 1 1 1
"2674" 2 1 3
"2675" 5 5 5
"2676" 4 1 1
"2677" 1 1 1
"2678" 1 1 1
"2679" 1 1 1
